Timestamp,Milliseconds,X,Y,Z,cos,headingAccuracy
2020-06-01 18:40:15,1,0.71086293,0.29001826,0.23851562,0.5947047,0.0
2020-06-01 18:40:15,100,0.7108752,0.28999537,0.23857649,0.5946767,0.0
2020-06-01 18:40:15,200,0.7108453,0.29012686,0.23843972,0.59470314,0.0
2020-06-01 18:40:15,300,0.71081966,0.2902653,0.23818426,0.5947686,0.0
2020-06-01 18:40:15,400,0.710813,0.29039615,0.23802386,0.594777,0.0
2020-06-01 18:40:15,500,0.71078396,0.29039624,0.23800722,0.59481823,0.0
2020-06-01 18:40:15,600,0.71079093,0.29040304,0.23799719,0.59481066,0.0
2020-06-01 18:40:15,700,0.7108711,0.29029858,0.23769201,0.5948878,0.0
2020-06-01 18:40:15,801,0.7108094,0.29044092,0.23751919,0.59496105,0.0
2020-06-01 18:40:15,900,0.71075493,0.29062796,0.23726034,0.5950381,0.0
2020-06-01 18:40:16,1000,0.71069473,0.29075864,0.2370734,0.59512067,0.0
2020-06-01 18:40:16,1100,0.7107116,0.29087448,0.23695399,0.59509146,0.0
2020-06-01 18:40:16,1200,0.71064466,0.29092026,0.23686104,0.595186,0.0
2020-06-01 18:40:16,1300,0.71068645,0.2907824,0.23695257,0.5951671,0.0
2020-06-01 18:40:16,1400,0.7108466,0.29034615,0.2374858,0.5949762,0.0
2020-06-01 18:40:16,1500,0.7110814,0.2896326,0.2384261,0.5946673,0.0
2020-06-01 18:40:16,1600,0.7113701,0.2888358,0.23940074,0.59431785,0.0
2020-06-01 18:40:16,1700,0.7115694,0.28818917,0.24011992,0.594103,0.0
2020-06-01 18:40:16,1801,0.7116546,0.287851,0.24042435,0.5940418,0.0
2020-06-01 18:40:16,1900,0.7116341,0.28796577,0.24026306,0.594076,0.0
2020-06-01 18:40:17,2000,0.71147335,0.28849047,0.23959014,0.5942857,0.0
2020-06-01 18:40:17,2100,0.71121,0.2893873,0.23845565,0.59462106,0.0
2020-06-01 18:40:17,2201,0.7108724,0.2904654,0.23720153,0.5950006,0.0
2020-06-01 18:40:17,2300,0.71054804,0.29147902,0.23595738,0.5953869,0.0
2020-06-01 18:40:17,2400,0.7102695,0.2924022,0.23464064,0.5957868,0.0
2020-06-01 18:40:17,2501,0.7100861,0.29309422,0.23396319,0.5959318,0.0
2020-06-01 18:40:17,2600,0.7100424,0.29332393,0.23357423,0.59602344,0.0
2020-06-01 18:40:17,2701,0.71017724,0.2929389,0.23391682,0.5959178,0.0
2020-06-01 18:40:17,2801,0.7069656,0.29490882,0.23140368,0.5997339,0.0
2020-06-01 18:40:17,2900,0.70801294,0.29208922,0.2315468,0.599823,0.0
2020-06-01 18:40:18,3000,0.7081517,0.29175678,0.23210044,0.59960693,0.0
2020-06-01 18:40:18,3100,0.70797014,0.29252082,0.23031591,0.60013705,0.0
2020-06-01 18:40:18,3201,0.7086443,0.29095092,0.22532336,0.6019969,0.0
2020-06-01 18:40:18,3300,0.7086383,0.29085803,0.22601087,0.601791,0.0
2020-06-01 18:40:18,3400,0.70951086,0.2883053,0.22917226,0.60079485,0.0
