Timestamp,Milliseconds,X,Y,Z,cos,headingAccuracy
2020-06-01 18:20:29,1,0.59162056,-0.49474907,-0.41147226,0.48569438,0.0
2020-06-01 18:20:29,101,0.59157264,-0.494793,-0.41132286,0.48583457,0.0
2020-06-01 18:20:29,201,0.5915385,-0.4948433,-0.41125008,0.4858865,0.0
2020-06-01 18:20:29,302,0.59155965,-0.49474144,-0.41134804,0.48588157,0.0
2020-06-01 18:20:30,401,0.5916998,-0.49463344,-0.41153127,0.48566574,0.0
2020-06-01 18:20:30,501,0.59185094,-0.49444914,-0.41173953,0.48549265,0.0
2020-06-01 18:20:30,601,0.59194607,-0.4942991,-0.4118651,0.4854229,0.0
2020-06-01 18:20:30,701,0.5919806,-0.49423644,-0.4119591,0.48536482,0.0
2020-06-01 18:20:30,801,0.5920075,-0.49418992,-0.41205424,0.48529857,0.0
2020-06-01 18:20:30,901,0.5920684,-0.49414593,-0.41210192,0.4852287,0.0
2020-06-01 18:20:30,1001,0.5920927,-0.49408948,-0.41220012,0.48517302,0.0
2020-06-01 18:20:30,1101,0.59204507,-0.4941245,-0.41222936,0.48517063,0.0
2020-06-01 18:20:30,1201,0.59207237,-0.49404562,-0.41224903,0.48520097,0.0
2020-06-01 18:20:30,1301,0.59212667,-0.49394518,-0.41234025,0.48515946,0.0
2020-06-01 18:20:31,1401,0.59209377,-0.49396148,-0.41231668,0.48520306,0.0
2020-06-01 18:20:31,1501,0.5920544,-0.49402198,-0.41223872,0.4852557,0.0
2020-06-01 18:20:31,1602,0.5919927,-0.494012,-0.41219714,0.48537648,0.0
2020-06-01 18:20:31,1701,0.5919419,-0.49409863,-0.41211182,0.48542267,0.0
2020-06-01 18:20:31,1802,0.59190685,-0.4941015,-0.41208932,0.4854816,0.0
2020-06-01 18:20:31,1901,0.5919386,-0.49411434,-0.41203102,0.48547927,0.0
2020-06-01 18:20:31,2001,0.59198064,-0.49405733,-0.41207033,0.48545274,0.0
2020-06-01 18:20:31,2102,0.59195924,-0.49406338,-0.4120898,0.4854561,0.0
2020-06-01 18:20:31,2201,0.5919902,-0.49403834,-0.41211754,0.48542032,0.0
2020-06-01 18:20:31,2301,0.59205,-0.49392256,-0.4122436,0.48535806,0.0
2020-06-01 18:20:32,2401,0.59218407,-0.49380085,-0.41235834,0.48522094,0.0
