Timestamp,Milliseconds,Illuminance
2020-06-01 18:20:29,1,222.305
2020-06-01 18:20:29,101,222.305
2020-06-01 18:20:29,201,222.305
2020-06-01 18:20:29,301,222.305
2020-06-01 18:20:30,401,222.305
2020-06-01 18:20:30,502,222.305
2020-06-01 18:20:30,601,222.305
2020-06-01 18:20:30,702,222.305
2020-06-01 18:20:30,801,222.305
2020-06-01 18:20:30,901,222.305
2020-06-01 18:20:30,1001,222.305
2020-06-01 18:20:30,1101,222.305
2020-06-01 18:20:30,1201,222.305
2020-06-01 18:20:30,1302,222.305
2020-06-01 18:20:31,1401,222.305
2020-06-01 18:20:31,1501,222.305
2020-06-01 18:20:31,1601,222.305
2020-06-01 18:20:31,1701,222.305
2020-06-01 18:20:31,1801,224.711
2020-06-01 18:20:31,1902,224.711
2020-06-01 18:20:31,2001,224.711
2020-06-01 18:20:31,2101,224.711
2020-06-01 18:20:31,2202,222.305
2020-06-01 18:20:31,2301,222.305
2020-06-01 18:20:32,2401,222.305
2020-06-01 18:20:32,2502,222.305
2020-06-01 18:20:32,2601,222.305
2020-06-01 18:20:32,2702,222.305
2020-06-01 18:20:32,2801,224.711
2020-06-01 18:20:32,2901,224.711
2020-06-01 18:20:32,3002,219.89899
2020-06-01 18:20:32,3101,219.89899
2020-06-01 18:20:32,3201,128.75
2020-06-01 18:20:32,3302,128.75
2020-06-01 18:20:33,3401,83.314995
2020-06-01 18:20:33,3501,83.314995
2020-06-01 18:20:33,3602,85.72099
2020-06-01 18:20:33,3701,85.72099
2020-06-01 18:20:33,3802,146.487
2020-06-01 18:20:33,3901,146.487
2020-06-01 18:20:33,4002,291.184
2020-06-01 18:20:33,4101,291.184
2020-06-01 18:20:33,4202,299.913
2020-06-01 18:20:33,4301,299.913
2020-06-01 18:20:34,4402,297.507
2020-06-01 18:20:34,4501,297.507
2020-06-01 18:20:34,4602,303.83
2020-06-01 18:20:34,4701,303.83
2020-06-01 18:20:34,4802,306.236
2020-06-01 18:20:34,4901,306.236
2020-06-01 18:20:34,5001,304.72498
2020-06-01 18:20:34,5101,304.72498
2020-06-01 18:20:34,5201,313.45398
2020-06-01 18:20:34,5302,313.45398
2020-06-01 18:20:35,5401,318.266
2020-06-01 18:20:35,5502,318.266
2020-06-01 18:20:35,5601,314.34897
2020-06-01 18:20:35,5702,314.34897
2020-06-01 18:20:35,5801,315.86
2020-06-01 18:20:35,5902,315.86
2020-06-01 18:20:35,6001,313.45398
2020-06-01 18:20:35,6102,313.45398
2020-06-01 18:20:35,6201,313.45398
2020-06-01 18:20:35,6301,313.45398
