Timestamp,Milliseconds,Illuminance
2020-06-22 11:47:31,1,15.052
2020-06-22 11:47:31,101,15.052
2020-06-22 11:47:32,202,15.052
2020-06-22 11:47:32,301,15.052
2020-06-22 11:47:32,401,15.052
2020-06-22 11:47:32,501,15.052
2020-06-22 11:47:32,601,15.052
2020-06-22 11:47:32,701,15.052
2020-06-22 11:47:32,802,15.052
2020-06-22 11:47:32,901,15.052
2020-06-22 11:47:32,1002,15.052
2020-06-22 11:47:32,1101,15.052
2020-06-22 11:47:33,1201,15.052
2020-06-22 11:47:33,1301,15.052
2020-06-22 11:47:33,1401,15.052
2020-06-22 11:47:33,1501,15.052
2020-06-22 11:47:33,1601,15.052
2020-06-22 11:47:33,1702,15.052
2020-06-22 11:47:33,1801,15.052
2020-06-22 11:47:33,1901,15.052
2020-06-22 11:47:33,2002,15.052
2020-06-22 11:47:33,2101,15.052
2020-06-22 11:47:34,2201,15.052
2020-06-22 11:47:34,2302,15.052
2020-06-22 11:47:34,2401,21.375
2020-06-22 11:47:34,2501,21.375
2020-06-22 11:47:34,2601,21.375
2020-06-22 11:47:34,2702,21.375
2020-06-22 11:47:34,2801,23.781
2020-06-22 11:47:34,2901,23.781
2020-06-22 11:47:34,3001,23.781
2020-06-22 11:47:34,3101,23.781
2020-06-22 11:47:35,3201,23.781
2020-06-22 11:47:35,3302,23.781
2020-06-22 11:47:35,3402,23.781
2020-06-22 11:47:35,3501,23.781
2020-06-22 11:47:35,3601,23.781
2020-06-22 11:47:35,3702,23.781
2020-06-22 11:47:35,3801,23.781
2020-06-22 11:47:35,3901,23.781
2020-06-22 11:47:35,4001,23.781
2020-06-22 11:47:35,4102,23.781
2020-06-22 11:47:36,4201,23.781
2020-06-22 11:47:36,4301,23.781
2020-06-22 11:47:36,4401,23.781
2020-06-22 11:47:36,4501,23.781
2020-06-22 11:47:36,4602,23.781
2020-06-22 11:47:36,4701,23.781
2020-06-22 11:47:36,4801,23.781
2020-06-22 11:47:36,4902,23.781
2020-06-22 11:47:36,5001,23.781
2020-06-22 11:47:36,5103,23.781
2020-06-22 11:47:37,5201,17.458
2020-06-22 11:47:37,5301,17.458
2020-06-22 11:47:37,5402,23.781
2020-06-22 11:47:37,5501,23.781
2020-06-22 11:47:37,5601,23.781
2020-06-22 11:47:37,5701,23.781
2020-06-22 11:47:37,5802,23.781
2020-06-22 11:47:37,5901,23.781
2020-06-22 11:47:37,6001,23.781
2020-06-22 11:47:37,6101,23.781
2020-06-22 11:47:38,6201,17.458
2020-06-22 11:47:38,6302,17.458
2020-06-22 11:47:38,6401,17.458
2020-06-22 11:47:38,6501,17.458
2020-06-22 11:47:38,6602,21.375
2020-06-22 11:47:38,6701,21.375
2020-06-22 11:47:38,6801,15.052
2020-06-22 11:47:38,6902,15.052
2020-06-22 11:47:38,7001,21.375
2020-06-22 11:47:38,7101,21.375
2020-06-22 11:47:39,7202,21.375
2020-06-22 11:47:39,7301,21.375
2020-06-22 11:47:39,7401,21.375
2020-06-22 11:47:39,7501,21.375
2020-06-22 11:47:39,7602,21.375
2020-06-22 11:47:39,7701,21.375
2020-06-22 11:47:39,7802,21.375
2020-06-22 11:47:39,7901,21.375
2020-06-22 11:47:39,8002,21.375
2020-06-22 11:47:39,8101,21.375
2020-06-22 11:47:40,8201,21.375
2020-06-22 11:47:40,8301,21.375
2020-06-22 11:47:40,8402,21.375
2020-06-22 11:47:40,8501,21.375
2020-06-22 11:47:40,8601,21.375
2020-06-22 11:47:40,8701,21.375
2020-06-22 11:47:40,8802,21.375
2020-06-22 11:47:40,8901,21.375
2020-06-22 11:47:40,9001,23.781
2020-06-22 11:47:40,9101,23.781
2020-06-22 11:47:41,9201,23.781
2020-06-22 11:47:41,9302,23.781
2020-06-22 11:47:41,9401,23.781
2020-06-22 11:47:41,9501,23.781
2020-06-22 11:47:41,9601,23.781
2020-06-22 11:47:41,9701,23.781
2020-06-22 11:47:41,9802,23.781
2020-06-22 11:47:41,9901,23.781
2020-06-22 11:47:41,10001,23.781
2020-06-22 11:47:41,10101,23.781
2020-06-22 11:47:42,10201,23.781
2020-06-22 11:47:42,10303,23.781
2020-06-22 11:47:42,10401,23.781
2020-06-22 11:47:42,10501,23.781
2020-06-22 11:47:42,10601,23.781
2020-06-22 11:47:42,10701,23.781
2020-06-22 11:47:42,10801,23.781
2020-06-22 11:47:42,10902,23.781
2020-06-22 11:47:42,11001,23.781
2020-06-22 11:47:42,11101,23.781
2020-06-22 11:47:43,11201,23.781
2020-06-22 11:47:43,11301,23.781
2020-06-22 11:47:43,11402,23.781
2020-06-22 11:47:43,11501,23.781
2020-06-22 11:47:43,11601,23.781
2020-06-22 11:47:43,11702,23.781
2020-06-22 11:47:43,11801,23.781
2020-06-22 11:47:43,11901,23.781
2020-06-22 11:47:43,12002,23.781
2020-06-22 11:47:43,12101,23.781
2020-06-22 11:47:44,12201,23.781
2020-06-22 11:47:44,12302,23.781
2020-06-22 11:47:44,12401,23.781
2020-06-22 11:47:44,12502,23.781
2020-06-22 11:47:44,12601,17.458
2020-06-22 11:47:44,12702,17.458
