Timestamp,Milliseconds,Illuminance
2020-06-22 11:58:50,1,34.916
2020-06-22 11:58:50,102,34.916
2020-06-22 11:58:50,201,34.916
2020-06-22 11:58:50,301,34.916
2020-06-22 11:58:50,401,34.916
2020-06-22 11:58:50,501,34.916
2020-06-22 11:58:51,601,34.916
2020-06-22 11:58:51,701,34.916
2020-06-22 11:58:51,802,34.916
2020-06-22 11:58:51,901,34.916
2020-06-22 11:58:51,1001,34.916
2020-06-22 11:58:51,1101,34.916
2020-06-22 11:58:51,1202,34.916
2020-06-22 11:58:51,1301,34.916
2020-06-22 11:58:51,1401,34.916
2020-06-22 11:58:51,1501,34.916
2020-06-22 11:58:52,1602,34.916
2020-06-22 11:58:52,1701,34.916
2020-06-22 11:58:52,1801,34.916
2020-06-22 11:58:52,1901,34.916
2020-06-22 11:58:52,2002,32.51
2020-06-22 11:58:52,2101,32.51
2020-06-22 11:58:52,2201,32.51
2020-06-22 11:58:52,2301,32.51
2020-06-22 11:58:52,2402,41.239
2020-06-22 11:58:52,2501,41.239
2020-06-22 11:58:53,2601,41.239
2020-06-22 11:58:53,2701,41.239
2020-06-22 11:58:53,2801,41.239
2020-06-22 11:58:53,2901,41.239
2020-06-22 11:58:53,3001,41.239
2020-06-22 11:58:53,3102,41.239
2020-06-22 11:58:53,3201,41.239
2020-06-22 11:58:53,3301,41.239
2020-06-22 11:58:53,3402,41.239
2020-06-22 11:58:53,3501,41.239
2020-06-22 11:58:54,3601,41.239
2020-06-22 11:58:54,3701,41.239
2020-06-22 11:58:54,3801,41.239
2020-06-22 11:58:54,3902,41.239
2020-06-22 11:58:54,4001,41.239
2020-06-22 11:58:54,4102,41.239
2020-06-22 11:58:54,4201,41.239
2020-06-22 11:58:54,4302,41.239
2020-06-22 11:58:54,4401,41.239
2020-06-22 11:58:54,4501,41.239
2020-06-22 11:58:55,4601,41.239
2020-06-22 11:58:55,4702,41.239
2020-06-22 11:58:55,4801,41.239
2020-06-22 11:58:55,4902,41.239
2020-06-22 11:58:55,5001,41.239
2020-06-22 11:58:55,5101,41.239
2020-06-22 11:58:55,5201,41.239
2020-06-22 11:58:55,5302,41.239
2020-06-22 11:58:55,5401,41.239
2020-06-22 11:58:55,5502,41.239
2020-06-22 11:58:56,5601,47.562
2020-06-22 11:58:56,5702,47.562
2020-06-22 11:58:56,5801,66.531
2020-06-22 11:58:56,5902,66.531
2020-06-22 11:58:56,6002,60.208
2020-06-22 11:58:56,6101,60.208
2020-06-22 11:58:56,6201,32.51
2020-06-22 11:58:56,6301,32.51
2020-06-22 11:58:56,6402,23.781
2020-06-22 11:58:56,6501,23.781
2020-06-22 11:58:57,6601,23.781
2020-06-22 11:58:57,6702,23.781
2020-06-22 11:58:57,6801,23.781
2020-06-22 11:58:57,6902,23.781
2020-06-22 11:58:57,7001,23.781
2020-06-22 11:58:57,7101,23.781
2020-06-22 11:58:57,7202,23.781
2020-06-22 11:58:57,7301,23.781
2020-06-22 11:58:57,7402,23.781
2020-06-22 11:58:57,7501,23.781
2020-06-22 11:58:58,7601,23.781
2020-06-22 11:58:58,7701,23.781
2020-06-22 11:58:58,7801,23.781
2020-06-22 11:58:58,7902,23.781
2020-06-22 11:58:58,8001,23.781
2020-06-22 11:58:58,8101,23.781
2020-06-22 11:58:58,8202,23.781
2020-06-22 11:58:58,8301,23.781
2020-06-22 11:58:58,8401,23.781
2020-06-22 11:58:58,8501,23.781
2020-06-22 11:58:59,8601,23.781
2020-06-22 11:58:59,8702,23.781
2020-06-22 11:58:59,8801,23.781
2020-06-22 11:58:59,8901,23.781
2020-06-22 11:58:59,9001,23.781
2020-06-22 11:58:59,9102,23.781
2020-06-22 11:58:59,9201,23.781
2020-06-22 11:58:59,9301,23.781
2020-06-22 11:58:59,9401,23.781
2020-06-22 11:58:59,9502,23.781
2020-06-22 11:59:00,9601,23.781
2020-06-22 11:59:00,9701,23.781
2020-06-22 11:59:00,9801,23.781
2020-06-22 11:59:00,9902,23.781
2020-06-22 11:59:00,10002,23.781
2020-06-22 11:59:00,10101,23.781
2020-06-22 11:59:00,10202,23.781
2020-06-22 11:59:00,10301,23.781
2020-06-22 11:59:00,10402,23.781
2020-06-22 11:59:00,10502,23.781
2020-06-22 11:59:01,10601,17.458
2020-06-22 11:59:01,10703,17.458
2020-06-22 11:59:01,10801,17.458
