Timestamp,Milliseconds,X,Y,Z,cos,headingAccuracy
2020-05-25 17:35:24,1,0.66548145,-0.3683345,-0.4340697,0.48275012,0.0
2020-05-25 17:35:24,101,0.6656036,-0.3681394,-0.4338462,0.48293138,0.0
2020-05-25 17:35:24,201,0.6655703,-0.3681486,-0.43385836,0.48295933,0.0
2020-05-25 17:35:25,302,0.66573936,-0.36782363,-0.43361387,0.4831934,0.0
2020-05-25 17:35:25,401,0.6657544,-0.36788538,-0.43356717,0.48316762,0.0
2020-05-25 17:35:25,501,0.66572535,-0.36789674,-0.4335112,0.48324922,0.0
2020-05-25 17:35:25,602,0.66572803,-0.3678957,-0.43348703,0.48326796,0.0
2020-05-25 17:35:25,701,0.6657288,-0.36788478,-0.4334897,0.48327276,0.0
2020-05-25 17:35:25,801,0.6657159,-0.3678817,-0.4334319,0.4833448,0.0
2020-05-25 17:35:25,901,0.6657554,-0.3678082,-0.43338332,0.48338985,0.0
2020-05-25 17:35:25,1001,0.66576904,-0.3677584,-0.43333367,0.48345348,0.0
2020-05-25 17:35:25,1101,0.6658818,-0.36755213,-0.43317282,0.48359913,0.0
2020-05-25 17:35:25,1202,0.6659081,-0.36750656,-0.4331356,0.48363093,0.0
2020-05-25 17:35:26,1301,0.6658931,-0.3674793,-0.4330942,0.48370942,0.0
2020-05-25 17:35:26,1401,0.6660342,-0.36720937,-0.43290445,0.4838899,0.0
2020-05-25 17:35:26,1501,0.66605157,-0.36724395,-0.43282422,0.4839116,0.0
2020-05-25 17:35:26,1602,0.6660911,-0.3672139,-0.4327561,0.48394084,0.0
2020-05-25 17:35:26,1702,0.666209,-0.3670479,-0.432561,0.48407897,0.0
2020-05-25 17:35:26,1801,0.6662619,-0.3668993,-0.43249124,0.48418102,0.0
2020-05-25 17:35:26,1901,0.6662872,-0.36677974,-0.4324503,0.4842734,0.0
2020-05-25 17:35:26,2002,0.66643804,-0.36651492,-0.43222558,0.4844669,0.0
2020-05-25 17:35:26,2101,0.66642874,-0.36653227,-0.43223032,0.48446235,0.0
2020-05-25 17:35:26,2202,0.6664814,-0.36641926,-0.43217656,0.48452345,0.0
2020-05-25 17:35:27,2301,0.66655236,-0.36634427,-0.43204567,0.48459914,0.0
2020-05-25 17:35:27,2401,0.6665299,-0.36638933,-0.43202642,0.48461318,0.0
2020-05-25 17:35:27,2501,0.66652846,-0.36638305,-0.4319749,0.48466587,0.0
