Timestamp,Milliseconds,X,Y,Z
2020-06-01 18:33:16,2,0.15929975,9.609323,-1.9508792
2020-06-01 18:33:16,101,0.16021015,9.609314,-1.9508512
2020-06-01 18:33:16,201,0.16261224,9.609416,-1.9501415
2020-06-01 18:33:16,301,0.16653672,9.609473,-1.949536
2020-06-01 18:33:16,401,0.16477993,9.609665,-1.9487457
2020-06-01 18:33:16,502,0.15662879,9.609782,-1.9488264
2020-06-01 18:33:16,601,0.14998832,9.60986,-1.9489807
2020-06-01 18:33:16,701,0.15131694,9.609947,-1.9484488
2020-06-01 18:33:16,801,0.15412965,9.610003,-1.9479496
2020-06-01 18:33:16,902,0.15097325,9.609984,-1.9482851
2020-06-01 18:33:17,1001,0.14692834,9.6100645,-1.9482021
2020-06-01 18:33:17,1101,0.14784166,9.610165,-1.9476352
2020-06-01 18:33:17,1201,0.15327509,9.609799,-1.9490169
2020-06-01 18:33:17,1301,0.16456571,9.610012,-1.9470459
2020-06-01 18:33:17,1401,0.18383944,9.610356,-1.9436241
2020-06-01 18:33:17,1502,0.19972558,9.610119,-1.9432279
2020-06-01 18:33:17,1601,0.20822833,9.6100025,-1.9429134
2020-06-01 18:33:17,1701,0.20742899,9.609721,-1.9443876
2020-06-01 18:33:17,1801,0.18141484,9.6100445,-1.9453882
2020-06-01 18:33:17,1902,0.13930005,9.610046,-1.948851
2020-06-01 18:33:18,2001,0.1023416,9.610016,-1.9512849
2020-06-01 18:33:18,2101,0.07747166,9.610044,-1.9522961
2020-06-01 18:33:18,2202,0.06894611,9.609972,-1.9529718
2020-06-01 18:33:18,2301,0.07418372,9.610108,-1.9521033
2020-06-01 18:33:18,2401,0.08634996,9.610446,-1.9499464
2020-06-01 18:33:18,2502,0.10986148,9.610331,-1.9493396
2020-06-01 18:33:18,2602,0.12830284,9.6103735,-1.9479882
2020-06-01 18:33:18,2702,0.124602824,9.610372,-1.9482384
2020-06-01 18:33:18,2801,0.08309242,9.610504,-1.9498025
2020-06-01 18:33:18,2901,0.034255028,9.610351,-1.9520237
2020-06-01 18:33:19,3002,-0.026182782,9.60942,-1.9567221
2020-06-01 18:33:19,3101,-0.067240186,9.60908,-1.9574037
2020-06-01 18:33:19,3202,-0.05411153,9.609185,-1.9573032
2020-06-01 18:33:19,3301,-0.0053653265,9.609723,-1.9553964
2020-06-01 18:33:19,3401,0.077841364,9.610569,-1.9496927
2020-06-01 18:33:19,3502,0.16208442,9.610429,-1.9452001
2020-06-01 18:33:19,3601,0.22921325,9.610289,-1.9391361
2020-06-01 18:33:19,3701,0.279056,9.609686,-1.9355905
2020-06-01 18:33:19,3801,0.3345213,9.608724,-1.9315573
2020-06-01 18:33:19,3902,0.40790918,9.607078,-1.9256384
2020-06-01 18:33:20,4002,0.49717152,9.604948,-1.9152491
2020-06-01 18:33:20,4101,0.64286155,9.555252,-2.1105251
2020-06-01 18:33:20,4201,0.7638994,9.44883,-2.5112698
2020-06-01 18:33:20,4302,0.7565219,9.4181595,-2.626098
2020-06-01 18:33:20,4402,0.6739441,9.192913,-3.3476176
2020-06-01 18:33:20,4501,0.66933864,9.155549,-3.4493947
2020-06-01 18:33:20,4602,0.8139009,9.066767,-3.6471512
2020-06-01 18:33:20,4701,0.86666095,9.090826,-3.5743759
2020-06-01 18:33:20,4801,1.0168725,9.079291,-3.5641105
2020-06-01 18:33:20,4901,1.0315014,9.169585,-3.3204105
2020-06-01 18:33:21,5002,1.0792934,9.136177,-3.3964405
2020-06-01 18:33:21,5101,0.97760206,9.159613,-3.3639586
2020-06-01 18:33:21,5201,0.8960066,9.175789,-3.3425243
2020-06-01 18:33:21,5302,0.8106547,9.24148,-3.1793597
2020-06-01 18:33:21,5401,0.610181,9.3593855,-2.8635612
2020-06-01 18:33:21,5501,0.4444462,9.478479,-2.4761505
2020-06-01 18:33:21,5601,0.32943332,9.453116,-2.5885224
2020-06-01 18:33:21,5703,0.09230711,9.430104,-2.689799
2020-06-01 18:33:21,5801,-0.6740625,9.518978,-2.259446
2020-06-01 18:33:21,5901,-0.69005585,9.634084,-1.6966531
2020-06-01 18:33:22,6001,-0.42781216,9.733246,-1.1186299
2020-06-01 18:33:22,6101,-0.16922347,9.733797,-1.1810768
2020-06-01 18:33:22,6202,-0.009370178,9.693496,-1.4854093
2020-06-01 18:33:22,6301,0.035239656,9.723437,-1.2743325
2020-06-01 18:33:22,6401,0.07795272,9.690521,-1.5027122
2020-06-01 18:33:22,6502,0.12305998,9.608453,-1.9577743
2020-06-01 18:33:22,6601,0.01758125,9.554461,-2.2096062
2020-06-01 18:33:22,6701,0.05182079,9.525553,-2.3305764
2020-06-01 18:33:22,6801,0.02453969,9.519145,-2.357047
2020-06-01 18:33:22,6901,0.027249826,9.536929,-2.283989
2020-06-01 18:33:23,7001,0.014816461,9.557942,-2.194522
2020-06-01 18:33:23,7101,-0.047507893,9.558659,-2.190939
2020-06-01 18:33:23,7202,-0.099715345,9.557272,-2.195234
2020-06-01 18:33:23,7301,-0.118253745,9.55707,-2.1951838
2020-06-01 18:33:23,7401,-0.102715984,9.557608,-2.1936243
2020-06-01 18:33:23,7501,-0.06692688,9.558415,-2.1914825
2020-06-01 18:33:23,7602,-0.02986936,9.559005,-2.1897347
2020-06-01 18:33:23,7701,0.0041790395,9.559453,-2.187973
2020-06-01 18:33:23,7801,0.044721477,9.560042,-2.1849499
2020-06-01 18:33:23,7901,0.09536153,9.560578,-2.1809797
2020-06-01 18:33:24,8001,0.15715924,9.560725,-2.1767478
2020-06-01 18:33:24,8102,0.23052403,9.560224,-2.1724155
2020-06-01 18:33:24,8201,0.3062275,9.559123,-2.1679041
2020-06-01 18:33:24,8302,0.3664479,9.557753,-2.164592
2020-06-01 18:33:24,8401,0.4008432,9.5569515,-2.1620367
2020-06-01 18:33:24,8501,0.4051032,9.556825,-2.1618145
2020-06-01 18:33:24,8601,0.39220688,9.557178,-2.1626234
2020-06-01 18:33:24,8702,0.37914982,9.557573,-2.163208
2020-06-01 18:33:24,8801,0.37933338,9.557495,-2.1635072
2020-06-01 18:33:24,8901,0.38575026,9.557349,-2.1630244
2020-06-01 18:33:25,9002,0.38501462,9.557315,-2.1633062
2020-06-01 18:33:25,9101,0.37620997,9.557598,-2.1636055
2020-06-01 18:33:25,9201,0.36195087,9.558082,-2.1639035
2020-06-01 18:33:25,9302,0.3382222,9.559079,-2.163332
2020-06-01 18:33:25,9401,0.3058695,9.559718,-2.1653333
2020-06-01 18:33:25,9501,0.27346155,9.560354,-2.1668508
2020-06-01 18:33:25,9601,0.25171354,9.560756,-2.167717
2020-06-01 18:33:25,9702,0.24264644,9.560677,-2.1691046
2020-06-01 18:33:25,9801,0.24397594,9.560574,-2.1693993
2020-06-01 18:33:25,9901,0.25594985,9.560723,-2.1673687
2020-06-01 18:33:26,10001,0.2799474,9.560288,-2.166319
2020-06-01 18:33:26,10102,0.31065527,9.560077,-2.1630642
2020-06-01 18:33:26,10201,0.33758098,9.559833,-2.16011
2020-06-01 18:33:26,10301,0.35309213,9.559621,-2.1585565
2020-06-01 18:33:26,10402,0.35597208,9.559551,-2.158389
2020-06-01 18:33:26,10501,0.3556798,9.559479,-2.1587634
2020-06-01 18:33:26,10601,0.35754913,9.559575,-2.1580245
2020-06-01 18:33:26,10701,0.3661746,9.559765,-2.1557343
2020-06-01 18:33:26,10802,0.3778373,9.559475,-2.1550152
2020-06-01 18:33:26,10901,0.38873395,9.558805,-2.1560464
2020-06-01 18:33:27,11001,0.39461657,9.558804,-2.1549885
