Timestamp,Milliseconds,Illuminance
2020-06-01 18:09:04,1,425.757
2020-06-01 18:09:04,101,419.434
2020-06-01 18:09:04,202,419.434
2020-06-01 18:09:04,301,421.83997
2020-06-01 18:09:04,401,421.83997
2020-06-01 18:09:04,501,421.83997
2020-06-01 18:09:04,602,421.83997
2020-06-01 18:09:04,701,421.83997
2020-06-01 18:09:04,801,421.83997
2020-06-01 18:09:04,901,421.83997
2020-06-01 18:09:05,1001,421.83997
2020-06-01 18:09:05,1101,428.16296
2020-06-01 18:09:05,1201,428.16296
2020-06-01 18:09:05,1301,424.24597
2020-06-01 18:09:05,1401,424.24597
2020-06-01 18:09:05,1502,432.08
2020-06-01 18:09:05,1601,432.08
2020-06-01 18:09:05,1701,420.94498
2020-06-01 18:09:05,1802,420.94498
2020-06-01 18:09:05,1901,420.94498
2020-06-01 18:09:06,2002,420.94498
2020-06-01 18:09:06,2101,424.86197
2020-06-01 18:09:06,2201,424.86197
2020-06-01 18:09:06,2302,418.53897
2020-06-01 18:09:06,2402,418.53897
2020-06-01 18:09:06,2501,418.53897
2020-06-01 18:09:06,2603,418.53897
2020-06-01 18:09:06,2701,418.53897
2020-06-01 18:09:06,2802,418.53897
2020-06-01 18:09:06,2901,412.21597
2020-06-01 18:09:07,3001,412.21597
2020-06-01 18:09:07,3101,416.133
2020-06-01 18:09:07,3202,416.133
2020-06-01 18:09:07,3301,416.133
2020-06-01 18:09:07,3401,416.133
2020-06-01 18:09:07,3502,416.133
2020-06-01 18:09:07,3601,416.133
2020-06-01 18:09:07,3702,412.21597
2020-06-01 18:09:07,3801,412.21597
2020-06-01 18:09:07,3901,420.94498
2020-06-01 18:09:08,4002,420.94498
2020-06-01 18:09:08,4101,428.16296
2020-06-01 18:09:08,4201,428.16296
2020-06-01 18:09:08,4302,424.24597
2020-06-01 18:09:08,4401,424.24597
2020-06-01 18:09:08,4501,428.16296
2020-06-01 18:09:08,4601,428.16296
2020-06-01 18:09:08,4702,424.24597
2020-06-01 18:09:08,4801,424.24597
2020-06-01 18:09:08,4901,428.16296
2020-06-01 18:09:09,5002,428.16296
2020-06-01 18:09:09,5101,423.35098
2020-06-01 18:09:09,5201,423.35098
2020-06-01 18:09:09,5301,416.749
2020-06-01 18:09:09,5402,416.749
2020-06-01 18:09:09,5501,404.998
2020-06-01 18:09:09,5602,404.998
2020-06-01 18:09:09,5701,400.465
2020-06-01 18:09:09,5802,400.465
2020-06-01 18:09:09,5902,366.78098
2020-06-01 18:09:10,6001,366.78098
2020-06-01 18:09:10,6101,353.24
2020-06-01 18:09:10,6201,353.24
2020-06-01 18:09:10,6302,344.511
2020-06-01 18:09:10,6401,344.511
2020-06-01 18:09:10,6502,342.105
2020-06-01 18:09:10,6602,342.105
2020-06-01 18:09:10,6701,353.856
