Timestamp,Milliseconds,X,Y,Z,cos,headingAccuracy
2020-06-22 11:57:05,2,0.7634075,0.11428072,0.058500085,0.6330297,0.0
2020-06-22 11:57:05,102,0.7633174,0.11444266,0.058763996,0.6330847,0.0
2020-06-22 11:57:05,202,0.76322925,0.11486905,0.058693398,0.6331203,0.0
2020-06-22 11:57:06,302,0.7630493,0.11555492,0.057863437,0.6332888,0.0
2020-06-22 11:57:06,403,0.76281714,0.116409816,0.057086337,0.6334824,0.0
2020-06-22 11:57:06,502,0.76280224,0.116560265,0.057145678,0.6334673,0.0
2020-06-22 11:57:06,603,0.76290756,0.116154395,0.05777661,0.6333577,0.0
2020-06-22 11:57:06,702,0.7630754,0.11564868,0.05847644,0.63318384,0.0
2020-06-22 11:57:06,802,0.76314276,0.11522498,0.059064277,0.63312536,0.0
2020-06-22 11:57:06,903,0.76323014,0.11501046,0.059379164,0.6330296,0.0
2020-06-22 11:57:06,1002,0.7632385,0.114999436,0.059844222,0.6329777,0.0
2020-06-22 11:57:06,1102,0.76337254,0.11466688,0.061173502,0.6327493,0.0
2020-06-22 11:57:06,1202,0.7636341,0.11377741,0.06338258,0.63237673,0.0
2020-06-22 11:57:07,1303,0.76382786,0.112823315,0.06395679,0.63225585,0.0
2020-06-22 11:57:07,1402,0.7638103,0.11313421,0.063157454,0.63230187,0.0
2020-06-22 11:57:07,1502,0.7635314,0.114331916,0.060988415,0.63263613,0.0
2020-06-22 11:57:07,1603,0.76318264,0.115699835,0.059037045,0.6329932,0.0
2020-06-22 11:57:07,1702,0.7627564,0.11694652,0.05821455,0.63335395,0.0
2020-06-22 11:57:07,1802,0.7627287,0.116964065,0.05827591,0.63337845,0.0
2020-06-22 11:57:07,1903,0.7632377,0.11534493,0.060384262,0.6328645,0.0
2020-06-22 11:57:07,2002,0.76412165,0.11196478,0.06455957,0.63199216,0.0
2020-06-22 11:57:07,2103,0.76518,0.1075835,0.06973317,0.6309221,0.0
2020-06-22 11:57:07,2204,0.76626843,0.10294078,0.075388156,0.62972414,0.0
2020-06-22 11:57:08,2302,0.76718193,0.09858352,0.08136984,0.6285635,0.0
2020-06-22 11:57:08,2402,0.7679129,0.09510185,0.08811253,0.62729704,0.0
2020-06-22 11:57:08,2503,0.7686996,0.09171974,0.093355335,0.62607765,0.0
2020-06-22 11:57:08,2602,0.7691427,0.08938999,0.094047025,0.6257668,0.0
2020-06-22 11:57:08,2702,0.7693397,0.08785904,0.09456403,0.6256635,0.0
2020-06-22 11:57:08,2802,0.769543,0.08707322,0.09691747,0.6251631,0.0
2020-06-22 11:57:08,2903,0.76865107,0.09298384,0.10475409,0.6241443,0.0
2020-06-22 11:57:08,3002,0.7647832,0.115843,0.12773894,0.6207816,0.0
2020-06-22 11:57:08,3102,0.7604537,0.13747902,0.14647742,0.61753875,0.0
2020-06-22 11:57:08,3203,0.76025325,0.13878433,0.1436569,0.61815584,0.0
2020-06-22 11:57:09,3302,0.76064867,0.13677396,0.1399319,0.61897135,0.0
2020-06-22 11:57:09,3402,0.7608993,0.1355213,0.13982187,0.6189637,0.0
2020-06-22 11:57:09,3503,0.76087976,0.13510002,0.14185946,0.6186161,0.0
2020-06-22 11:57:09,3603,0.7609215,0.1347257,0.14316732,0.6183451,0.0
2020-06-22 11:57:09,3702,0.7609413,0.13489552,0.14355448,0.6181938,0.0
2020-06-22 11:57:09,3803,0.7608654,0.13582526,0.14373222,0.61804235,0.0
2020-06-22 11:57:09,3903,0.76080537,0.13579103,0.14410114,0.6180379,0.0
2020-06-22 11:57:09,4003,0.76077497,0.13463213,0.14537689,0.6180301,0.0
2020-06-22 11:57:09,4102,0.762246,0.13306059,0.147066,0.6161554,0.0
2020-06-22 11:57:09,4202,0.7651063,0.13164812,0.14785956,0.6127141,0.0
2020-06-22 11:57:10,4303,0.7678421,0.1288214,0.14810511,0.60982656,0.0
2020-06-22 11:57:10,4403,0.7704208,0.124730125,0.14909133,0.6071787,0.0
2020-06-22 11:57:10,4503,0.7831776,0.120469555,0.14825967,0.5917254,0.0
2020-06-22 11:57:10,4603,0.78650075,0.11708443,0.14814928,0.58801323,0.0
2020-06-22 11:57:10,4702,0.7922744,0.11384433,0.14535443,0.5815606,0.0
2020-06-22 11:57:10,4802,0.79354054,0.11233735,0.14250584,0.58083206,0.0
2020-06-22 11:57:10,4903,0.79562336,0.113298215,0.14140415,0.5780587,0.0
2020-06-22 11:57:10,5002,0.79563063,0.1121869,0.14244324,0.5780103,0.0
2020-06-22 11:57:10,5103,0.79405946,0.10994706,0.1465336,0.5795767,0.0
2020-06-22 11:57:10,5202,0.7918662,0.111014575,0.15561917,0.5800055,0.0
2020-06-22 11:57:11,5302,0.7914809,0.11174625,0.15892425,0.5794945,0.0
2020-06-22 11:57:11,5403,0.795595,0.10893182,0.15217209,0.5761997,0.0
2020-06-22 11:57:11,5503,0.79585,0.11789712,0.14273226,0.5764985,0.0
2020-06-22 11:57:11,5602,0.7895259,0.12357667,0.1284146,0.58727103,0.0
2020-06-22 11:57:11,5702,0.73627114,0.118502244,0.11839763,0.6556249,0.0
2020-06-22 11:57:11,5802,0.7098804,0.115252465,0.11250423,0.6856598,0.0
2020-06-22 11:57:11,5903,0.71067506,0.11494575,0.110492796,0.6852151,0.0
2020-06-22 11:57:11,6002,0.7374454,0.11347121,0.10511733,0.6574564,0.0
2020-06-22 11:57:11,6102,0.77031595,0.122410394,0.110501885,0.6159695,0.0
2020-06-22 11:57:11,6203,0.7522801,0.12452349,0.11858971,0.6360071,0.0
2020-06-22 11:57:12,6302,0.75949585,0.12329418,0.11913343,0.6275124,0.0
2020-06-22 11:57:12,6402,0.76938444,0.12872607,0.11375076,0.6152544,0.0
2020-06-22 11:57:12,6502,0.7670693,0.13312453,0.10634213,0.61852556,0.0
2020-06-22 11:57:12,6603,0.76698923,0.13624088,0.10447439,0.6182645,0.0
2020-06-22 11:57:12,6702,0.7661002,0.13650285,0.10321925,0.6195186,0.0
2020-06-22 11:57:12,6803,0.7609943,0.1315838,0.108472265,0.625945,0.0
2020-06-22 11:57:12,6902,0.761385,0.1300906,0.110426605,0.62544006,0.0
2020-06-22 11:57:12,7003,0.7614328,0.12929912,0.11144771,0.62536484,0.0
2020-06-22 11:57:12,7102,0.76140136,0.12907721,0.11168088,0.6254074,0.0
2020-06-22 11:57:12,7203,0.7613991,0.12948263,0.11111783,0.62542665,0.0
2020-06-22 11:57:13,7302,0.7613699,0.13012014,0.11029857,0.62547493,0.0
2020-06-22 11:57:13,7403,0.76135826,0.13049279,0.10994377,0.6254739,0.0
2020-06-22 11:57:13,7503,0.76133627,0.13055952,0.10984256,0.6255045,0.0
2020-06-22 11:57:13,7602,0.7613275,0.13077797,0.109642185,0.6255047,0.0
2020-06-22 11:57:13,7703,0.7612756,0.13124204,0.10904664,0.62557477,0.0
2020-06-22 11:57:13,7802,0.76126903,0.13161495,0.10860316,0.6255816,0.0
2020-06-22 11:57:13,7903,0.7612991,0.13132527,0.10894819,0.6255459,0.0
2020-06-22 11:57:13,8002,0.7613773,0.13049027,0.109931536,0.6254534,0.0
2020-06-22 11:57:13,8103,0.76143605,0.1297743,0.11080472,0.62537676,0.0
2020-06-22 11:57:13,8202,0.76148987,0.12924254,0.111419395,0.62531215,0.0
2020-06-22 11:57:14,8303,0.7615658,0.12838988,0.112458766,0.6252093,0.0
2020-06-22 11:57:14,8402,0.7616372,0.12714003,0.11404106,0.625091,0.0
2020-06-22 11:57:14,8503,0.76173455,0.1256906,0.11578006,0.6249458,0.0
2020-06-22 11:57:14,8602,0.7618151,0.12420585,0.11774772,0.6247769,0.0
2020-06-22 11:57:14,8702,0.76186436,0.122896254,0.11949604,0.62464386,0.0
2020-06-22 11:57:14,8803,0.7619029,0.122386426,0.120260395,0.62455016,0.0
2020-06-22 11:57:14,8903,0.76189536,0.123109914,0.119350076,0.6245919,0.0
2020-06-22 11:57:14,9002,0.76179606,0.12537794,0.116554484,0.62478966,0.0
2020-06-22 11:57:14,9103,0.76158655,0.12906723,0.11204575,0.6251187,0.0
2020-06-22 11:57:14,9202,0.7613082,0.13358885,0.106429785,0.62548906,0.0
2020-06-22 11:57:15,9303,0.76087976,0.13815653,0.10070545,0.6259658,0.0
2020-06-22 11:57:15,9402,0.76045257,0.14267917,0.095171906,0.626336,0.0
2020-06-22 11:57:15,9503,0.76016545,0.14624858,0.09064713,0.62653244,0.0
