Timestamp,Milliseconds,Latitude,Longitude,Altitude
2020-06-22 11:12:39,1,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:39,102,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:39,201,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:40,301,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:40,401,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:40,501,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:40,602,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:40,701,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:40,801,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:40,902,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:40,1001,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:40,1101,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:40,1201,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:41,1301,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:41,1401,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:41,1502,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:41,1601,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:41,1701,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:41,1802,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:41,1901,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:41,2002,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:41,2101,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:41,2201,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:42,2301,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:42,2402,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:42,2502,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:42,2601,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:42,2702,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:42,2801,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:42,2901,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:42,3001,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:42,3102,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:42,3201,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:43,3301,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:43,3402,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:43,3501,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:43,3601,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:43,3701,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:43,3802,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:43,3901,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:43,4002,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:43,4101,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:43,4201,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:44,4301,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:44,4401,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:44,4502,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:44,4601,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:44,4701,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:44,4802,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:44,4901,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:44,5002,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:44,5101,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:44,5202,37.6014471,-0.9789689,76.5999984741211
2020-06-22 11:12:45,5301,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:45,5401,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:45,5501,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:45,5602,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:45,5701,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:45,5802,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:45,5902,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:45,6001,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:45,6101,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:45,6201,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:46,6302,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:46,6401,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:46,6502,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:46,6601,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:46,6701,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:46,6802,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:46,6901,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:46,7002,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:46,7101,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:46,7201,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:47,7301,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:47,7402,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:47,7501,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:47,7601,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:47,7702,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:47,7801,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:47,7901,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:47,8002,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:47,8101,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:47,8201,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:48,8301,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:48,8402,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:48,8501,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:48,8601,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:48,8701,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:48,8802,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:48,8901,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:48,9001,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:48,9101,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:48,9201,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:49,9302,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:49,9401,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:49,9501,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:49,9602,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:49,9701,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:49,9801,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:49,9901,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:49,10002,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:49,10101,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:49,10201,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:50,10302,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:50,10401,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:50,10501,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:50,10601,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:50,10702,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:50,10802,37.601467,-0.978952,76.5999984741211
2020-06-22 11:12:50,10901,37.601467,-0.978952,76.5999984741211
