Timestamp,Milliseconds,Illuminance
2020-06-22 11:12:39,3,224.432
2020-06-22 11:12:39,100,224.432
2020-06-22 11:12:39,200,224.432
2020-06-22 11:12:40,301,230.755
2020-06-22 11:12:40,400,230.755
2020-06-22 11:12:40,500,230.755
2020-06-22 11:12:40,600,230.755
2020-06-22 11:12:40,701,230.755
2020-06-22 11:12:40,800,230.755
2020-06-22 11:12:40,900,224.432
2020-06-22 11:12:40,1001,224.432
2020-06-22 11:12:40,1100,224.432
2020-06-22 11:12:40,1200,224.432
2020-06-22 11:12:41,1301,230.755
2020-06-22 11:12:41,1400,230.755
2020-06-22 11:12:41,1501,230.755
2020-06-22 11:12:41,1600,230.755
2020-06-22 11:12:41,1701,230.755
2020-06-22 11:12:41,1800,230.755
2020-06-22 11:12:41,1900,230.755
2020-06-22 11:12:41,2000,230.755
2020-06-22 11:12:41,2101,239.48398
2020-06-22 11:12:41,2201,239.48398
2020-06-22 11:12:42,2300,241.88998
2020-06-22 11:12:42,2400,241.88998
2020-06-22 11:12:42,2501,241.88998
2020-06-22 11:12:42,2600,241.88998
2020-06-22 11:12:42,2700,250.61899
2020-06-22 11:12:42,2800,250.61899
2020-06-22 11:12:42,2901,261.75397
2020-06-22 11:12:42,3000,261.75397
2020-06-22 11:12:42,3101,268.97202
2020-06-22 11:12:42,3200,268.97202
2020-06-22 11:12:43,3300,243.68001
2020-06-22 11:12:43,3400,243.68001
2020-06-22 11:12:43,3501,227.733
2020-06-22 11:12:43,3601,227.733
2020-06-22 11:12:43,3700,290.347
2020-06-22 11:12:43,3800,290.347
2020-06-22 11:12:43,3900,290.347
2020-06-22 11:12:43,4001,323.473
2020-06-22 11:12:43,4100,324.98398
2020-06-22 11:12:43,4200,324.98398
2020-06-22 11:12:44,4300,355.98297
2020-06-22 11:12:44,4401,355.98297
2020-06-22 11:12:44,4500,355.98297
2020-06-22 11:12:44,4600,368.629
2020-06-22 11:12:44,4700,368.629
2020-06-22 11:12:44,4801,351.171
2020-06-22 11:12:44,4900,351.171
2020-06-22 11:12:44,5000,327.38998
2020-06-22 11:12:44,5101,327.38998
2020-06-22 11:12:44,5200,305.12
2020-06-22 11:12:45,5300,305.12
2020-06-22 11:12:45,5400,306.01498
2020-06-22 11:12:45,5500,306.01498
2020-06-22 11:12:45,5600,282.234
2020-06-22 11:12:45,5701,282.234
2020-06-22 11:12:45,5800,297.565
2020-06-22 11:12:45,5901,297.565
2020-06-22 11:12:45,6000,350.218
2020-06-22 11:12:45,6100,350.218
2020-06-22 11:12:45,6200,297.844
2020-06-22 11:12:46,6301,297.844
2020-06-22 11:12:46,6400,264.102
2020-06-22 11:12:46,6500,264.102
2020-06-22 11:12:46,6600,507.22397
2020-06-22 11:12:46,6701,507.22397
2020-06-22 11:12:46,6800,798.803
2020-06-22 11:12:46,6901,798.803
2020-06-22 11:12:46,7000,768.08295
2020-06-22 11:12:46,7100,768.08295
2020-06-22 11:12:46,7201,585.332
2020-06-22 11:12:47,7300,585.332
2020-06-22 11:12:47,7400,529.041
2020-06-22 11:12:47,7500,529.041
2020-06-22 11:12:47,7601,448.91098
2020-06-22 11:12:47,7700,448.91098
2020-06-22 11:12:47,7800,589.1909
2020-06-22 11:12:47,7901,589.1909
2020-06-22 11:12:47,8000,569.94293
2020-06-22 11:12:47,8101,569.94293
2020-06-22 11:12:47,8200,606.09094
2020-06-22 11:12:48,8301,606.09094
2020-06-22 11:12:48,8400,632.894
2020-06-22 11:12:48,8500,632.894
2020-06-22 11:12:48,8600,702.72595
2020-06-22 11:12:48,8701,702.72595
2020-06-22 11:12:48,8800,663.893
2020-06-22 11:12:48,8901,663.893
2020-06-22 11:12:48,9000,690.63794
2020-06-22 11:12:48,9100,690.63794
2020-06-22 11:12:48,9200,785.646
2020-06-22 11:12:49,9301,785.646
2020-06-22 11:12:49,9400,748.88196
2020-06-22 11:12:49,9500,748.88196
2020-06-22 11:12:49,9600,693.82294
2020-06-22 11:12:49,9701,693.82294
2020-06-22 11:12:49,9800,733.888
2020-06-22 11:12:49,9900,733.888
2020-06-22 11:12:49,10000,760.9699
2020-06-22 11:12:49,10101,760.9699
2020-06-22 11:12:49,10200,758.5639
2020-06-22 11:12:50,10300,758.5639
2020-06-22 11:12:50,10401,962.96893
2020-06-22 11:12:50,10500,962.96893
2020-06-22 11:12:50,10600,1217.621
2020-06-22 11:12:50,10700,1217.621
2020-06-22 11:12:50,10801,1302.5049
2020-06-22 11:12:50,10900,1302.5049
2020-06-22 11:12:50,11000,1231.778
2020-06-22 11:12:50,11101,1231.778
